text,emotion,processed_text
cần trao đổi nhiều hơn với sinh viên qua các kênh của trường như web môn học chẳng hạn .,negative,trao đổi nhiều hơn sinh viên qua các kênh trường như web môn học chẳng hạn
"giáo trình thực hành đi quá nhanh so với lý thuyết , đi trước lý thuyết 1 tháng tới 1dot5 tháng .",negative,giáo trình thực hành đi nhanh so lý thuyết đi lý thuyết tháng tới dot tháng
giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn .,positive,giảng viên đưa ra nhiều dạng bài tập giúp học sinh hiểu rõ hơn
chỉ là đôi khi thầy hơi nóng tính lúc làm việc .,neutral,chỉ đôi khi thầy hơi nóng tính lúc làm việc
môn học hay .,positive,môn học hay
cô nói nhỏ và rất đều rất dễ buồn ngủ .,negative,cô nói nhỏ dễ buồn ngủ
lượng thời gian để hoàn thành các đồ án cho nhiều môn như vậy đã là không đủ trong một học kỳ .,negative,lượng thời gian để hoàn thành các đồ án nhiều môn như vậy đủ một học kỳ
deadline cho thời gian không đủ dài để sinh viên hoàn thành bài tập .,negative,deadline thời gian đủ dài để sinh viên hoàn thành bài tập
"bài tập cần thực tiễn hơn giống như bài toán "" chi tiết máy "" , bài toán "" tính tiền lương "" thay vì những khái niệm toán học .",negative,bài tập thực tiễn hơn giống như bài toán chi tiết máy bài toán tính tiền lương thay vì những khái niệm toán học
kiến thức thực tế .,positive,kiến thức thực tế
"phòng wzjwz35 nhà trường nên thay máy chiếu mới , vì nó đã quá cũ và thường xuyên gặp vấn đề .",negative,phòng wzjwz nhà trường thay máy chiếu mới vì nó cũ thường xuyên gặp vấn đề
"tài liệu đầy đủ , phương pháp dạy dễ tiếp thu và giảng viên nhiệt tình .",positive,tài liệu đầy đủ phương pháp dạy dễ tiếp thu giảng viên nhiệt tình
cô dạy dễ tiếp thu .,positive,cô dạy dễ tiếp thu
cô dễ thương dạy dễ hiểu và tạo cảm hứng học tập .,positive,cô dễ thương dạy dễ hiểu tạo cảm hứng học tập
"giảng viên không gây hứng thú cho sinh viên , làm sinh viên chán nản .",negative,giảng viên gây hứng thú sinh viên làm sinh viên chán nản
thầy rất nhiệt tình và vui vẻ .,positive,thầy nhiệt tình vui vẻ
giáo viên truyền được cảm hứng ưa thích môn học và thường xuyên liên lạc đến các vấn đề xã hội ngoài môn học .,positive,giáo viên truyền cảm hứng ưa thích môn học thường xuyên liên lạc đến các vấn đề xã hội môn học
cô rất vui .,positive,cô vui
"giảng viên tận tâm , giúp đỡ sinh viên trong quá trình học .",positive,giảng viên tận tâm giúp đỡ sinh viên quá trình học
giảng viên giảng dạy khó hiểu .,negative,giảng viên giảng dạy khó hiểu
"thầy dạy rất hay , rất mong thầy tiếp tục công tác tại trường .",positive,thầy dạy hay mong thầy tiếp tục công tác tại trường
"cô quá là dễ thương , nhiệt tình .",positive,cô dễ thương nhiệt tình
kính mong các giảng viên mạch số upload tài liệu trước giờ học ít nhất 1 ngày để các bạn sinh viên có thể nghiên cứu trước ở nhà .,negative,kính mong các giảng viên mạch số upload tài liệu giờ học ít nhất ngày để các sinh viên có thể nghiên cứu nhà
em nghĩ là làm bài tập nhiều tốt hơn là học lý thuyết nhiều .,negative,nghĩ làm bài tập nhiều tốt hơn học lý thuyết nhiều
cô rất nhiệt tình trong việc giảng dạy và giao tiếp với sinh viên .,positive,cô nhiệt tình việc giảng dạy giao tiếp sinh viên
dạy tốt có tâm .,positive,dạy tốt tâm
"thầy dễ tính , có đi học đều sẻ qua môn , hoạt động làm bài thu hoạch tạo điều kiện cho sinh viên lấy điểm .",positive,thầy dễ tính đi học đều sẻ qua môn hoạt động làm bài thu hoạch tạo điều kiện sinh viên lấy điểm
"slide bài giảng , tài liệu cần có nhiều ví dụ , tài liệu khó hiểu .",negative,slide bài giảng tài liệu nhiều ví dụ tài liệu khó hiểu
"thầy vui vẻ , sâu sắc .",positive,thầy vui vẻ sâu sắc
nên tập trung vào luyện speaking và luyện cú pháp .,negative,tập trung vào luyện speaking luyện cú pháp
"chấm đồ án doubledot chấm không công bằng , không thể lấy lý do không thích tính cách của sinh viên mà không cho sinh viên đậu , mặc dù đồ án hoàn thành tốt .",negative,chấm đồ án doubledot chấm công bằng không thể lấy lý do thích tính cách sinh viên mà sinh viên đậu mặc dù đồ án hoàn thành tốt
"thầy tận tâm , giảng rất dễ hiểu .",positive,thầy tận tâm giảng dễ hiểu
"tích cực giúp đỡ sinh viên khi gặp khúc mắc , phương pháp dạy vui , thoải mái xen kẽ chuyên sâu .",positive,tích cực giúp đỡ sinh viên khi gặp khúc mắc phương pháp dạy vui thoải mái xen kẽ chuyên sâu
nên đầu tư thiết bị để có thực hành .,negative,đầu tư thiết bị để thực hành
"sự nhiệt tình , cô wzjwz312 dạy rất dễ hiểu và vui vẻ .",positive,sự nhiệt tình cô wzjwz dạy dễ hiểu vui vẻ
hy vọng thầy có thể sử dụng thời gian trên lớp hiệu quả hơn .,negative,hy vọng thầy có thể sử dụng thời gian lớp hiệu quả hơn
điều này khiến giảng viên khó xử .,negative,điều khiến giảng viên khó xử
"thầy đi dạy không đều lắm , có khi nghỉ mà không thông báo cho sinh viên biết .",negative,thầy đi dạy có khi nghỉ mà thông báo sinh viên biết
"thầy dạy hơi nhanh , nhưng kỹ và sâu .",positive,thầy dạy hơi nhanh nhưng kỹ sâu
"khó hiểu và truyền đạt hơi nhanh , khó tiếp thu .",negative,khó hiểu truyền đạt hơi nhanh khó tiếp thu
đôi khi thầy hơi khó tính .,positive,đôi khi thầy hơi khó tính
thẳng thắn và kiên quyết .,positive,thẳng thắn kiên quyết
dạy nhiều kiến thức ngoài xã hội .,positive,dạy nhiều kiến thức xã hội
phòng thực hành có nhiều máy không sử dụng được .,negative,phòng thực hành nhiều máy sử dụng
thầy cho thời hạn deadline không hợp lý .,negative,thầy thời hạn deadline hợp lý
mong rằng thầy cô thực hành sẽ luôn cập nhật tin tức trên trang web môn học để có thể đáp ứng được chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học đó là mọi thắc mắc sẽ được giáo viên trả lời trong vòng 24 tiếng .,negative,mong rằng thầy cô thực hành luôn cập nhật tin tức trang web môn học để có thể đáp ứng chỉ tiêu mà phòng đào tạo đề ra như ban đầu đối với môn học mọi thắc mắc giáo viên trả lời vòng tiếng
thầy nói nghe không rõ lắm .,negative,thầy nói nghe rõ
đi dạy mà chỉ đọc slide .,negative,đi dạy mà chỉ đọc slide
"quá khuôn khổ , ít có sự sáng tạo và ít có những bài tập làm thêm củng cổ ngoài sách học .",negative,khuôn khổ ít sự sáng tạo ít những bài tập làm thêm củng cổ sách học
nên nâng cao chất lượng sơ sở .,negative,nâng cao chất lượng sơ sở
chưa nói rõ để sinh viên có thể hiểu rõ .,negative,chưa nói rõ để sinh viên có thể hiểu rõ
chỉ làm bài tập dựa trên tài liệu và tìm kiếm trên mạng .,negative,chỉ làm bài tập dựa tài liệu tìm kiếm mạng
giảng viên chưa nhiệt tình giảng dạy cho lắm .,negative,giảng viên chưa nhiệt tình giảng dạy
thầy dạy nói hơi nhanh .,negative,thầy dạy nói hơi nhanh
nên đặt deadline là 11doubledot55 pm thay vì 12doubledot00 am nhiều khi nhìn lịch ở ngoài bị nhầm làm miss deadline nhiều lần .,negative,đặt deadline doubledot pm thay vì doubledot am nhiều khi nhìn lịch nhầm làm miss deadline nhiều lần
"cô lên lớp rất đúng giờ , dạy rất tâm huyết , rất hay cho quà vặt cho sinh viên .",positive,cô lên lớp đúng giờ dạy tâm huyết hay quà vặt sinh viên
nên thông nhất nội dung từ đầu năm học .,negative,thông nhất nội dung đầu năm học
tận tình với sinh viên .,positive,tận tình sinh viên
"thầy tận tâm , nhiệt tình giúp đỡ , giải đáp thắc mắc cho sinh viên .",positive,thầy tận tâm nhiệt tình giúp đỡ giải đáp thắc mắc sinh viên
thầy giảng tận tâm .,positive,thầy giảng tận tâm
"bài giảng dựa theo chuẩn ngôn ngữ assembly trên linux nên tìm kiếm thông tin , tài liệu khá khó khăn .",negative,bài giảng dựa theo chuẩn ngôn ngữ assembly linux tìm kiếm thông tin tài liệu khá khó khăn
giảng viên ra đồ án cho sinh viên về làm để mở rộng kiến thức .,positive,giảng viên ra đồ án sinh viên về làm để mở rộng kiến thức
"thích cách dạy của thầy , chỉ ra hướng đi cho sinh viên chứ không quá máy móc vào slide , giáo án .",positive,thích cách dạy thầy chỉ ra hướng đi sinh viên chứ máy móc vào slide giáo án
cô giảng dễ hiểu và nhiệt tình .,positive,cô giảng dễ hiểu nhiệt tình
giảng viên ít cho ví dụ và giải bài tập trên lớp .,negative,giảng viên ít ví dụ giải bài tập lớp
thầy sử dụng một số thời gian đứng lớp để làm một số việc không quá quan trọng .,negative,thầy sử dụng một số thời gian đứng lớp để làm một số việc quan trọng
bài giảng không hay .,negative,bài giảng hay
giảng đáp nhanh chóng những thắc mắc .,positive,giảng đáp nhanh chóng những thắc mắc
giảng viên truyền đạt đủ kiến thức .,positive,giảng viên truyền đạt đủ kiến thức
cập nhật điểm chậm .,negative,cập nhật điểm chậm
"thầy rất nhiệt tình và tận tâm , có kiến thức rộng .",positive,thầy nhiệt tình tận tâm kiến thức rộng
nên giảng nhiều hơn những phần quan trọng .,negative,giảng nhiều hơn những phần quan trọng
thầy dạy hay và rất nhiệt tình .,positive,thầy dạy hay nhiệt tình
"thầy dễ thương , tận tụy với môn học .",positive,thầy dễ thương tận tụy môn học
"dạy hay , dễ hiểu , nghiêm khắc , luôn tận tình với sinh viên .",positive,dạy hay dễ hiểu nghiêm khắc luôn tận tình sinh viên
"thầy tận tâm , luôn tạo động lực để học sinh làm bài , nhiệt tình giảng dạy .",positive,thầy tận tâm luôn tạo động lực để học sinh làm bài nhiệt tình giảng dạy
ra nhiều bài tập hơn .,negative,ra nhiều bài tập hơn
các thầy có học vị cao ắt sẽ có nhiều kinh nghiệm quý báu hơn .,positive,các thầy học vị cao ắt nhiều kinh nghiệm quý báu hơn
giảng viên rất tận tâm và dạy học theo phương pháp học cấp 3 rất gần gũi với sinh viên .,positive,giảng viên tận tâm dạy học theo phương pháp học cấp gần gũi sinh viên
"giảng viên hướng dẫn làm bài tập , dạy dễ hiểu .",positive,giảng viên hướng dẫn làm bài tập dạy dễ hiểu
"nên thay đổi hình thức thi cuối kỳ , nên làm bài thi trên máy hoặc làm đồ án môn học .",negative,thay đổi hình thức thi cuối kỳ làm bài thi máy hoặc làm đồ án môn học
